ASV,BPS_high_wk22_inoculum_d0_A,BPS_high_wk22_inoculum_d0_B,BPS_high_wk22_inoculum_d0_C,BPS_high_wk22_inoculum_d0_D,BPS_high_wk22_inoculum_d0_E,BPS_high_wk22_inoculum_d0_F,BPS_high_wk22_inoculum_d0_G,BPS_high_wk22_control_d2_A,BPS_high_wk22_control_d2_B,BPS_high_wk22_control_d2_C,BPS_high_wk22_control_d2_D,BPS_high_wk22_control_d2_E,BPS_high_wk22_control_d2_F,BPS_high_wk22_control_d2_G,BPS_high_wk22_bps_d2_A,BPS_high_wk22_bps_d2_B,BPS_high_wk22_bps_d2_C,BPS_high_wk22_bps_d2_D,BPS_high_wk22_bps_d2_E,BPS_high_wk22_bps_d2_F,BPS_high_wk22_bps_d2_G,BPS_high_wk22_control_d7_A,BPS_high_wk22_control_d7_B,BPS_high_wk22_control_d7_C,BPS_high_wk22_control_d7_D,BPS_high_wk22_control_d7_E,BPS_high_wk22_control_d7_F,BPS_high_wk22_control_d7_G,BPS_high_wk22_bps_d7_A,BPS_high_wk22_bps_d7_B,BPS_high_wk22_bps_d7_C,BPS_high_wk22_bps_d7_D,BPS_high_wk22_bps_d7_E,BPS_high_wk22_bps_d7_F,BPS_high_wk22_bps_d7_G,DINP_high_wk22_inoculum_d0_A,DINP_high_wk22_inoculum_d0_B,DINP_high_wk22_inoculum_d0_C,DINP_high_wk22_inoculum_d0_D,DINP_high_wk22_inoculum_d0_E,DINP_high_wk22_inoculum_d0_F,DINP_high_wk22_inoculum_d0_G,DINP_high_wk22_control_d2_A,DINP_high_wk22_control_d2_B,DINP_high_wk22_control_d2_C,DINP_high_wk22_control_d2_D,DINP_high_wk22_control_d2_E,DINP_high_wk22_control_d2_F,DINP_high_wk22_control_d2_G,DINP_high_wk22_dinp_d2_A,DINP_high_wk22_dinp_d2_B,DINP_high_wk22_dinp_d2_C,DINP_high_wk22_dinp_d2_D,DINP_high_wk22_dinp_d2_E,DINP_high_wk22_dinp_d2_F,DINP_high_wk22_dinp_d2_G,DINP_high_wk22_control_d7_A,DINP_high_wk22_control_d7_B,DINP_high_wk22_control_d7_C,DINP_high_wk22_control_d7_D,DINP_high_wk22_control_d7_E,DINP_high_wk22_control_d7_F,DINP_high_wk22_control_d7_G,DINP_high_wk22_dinp_d7_A,DINP_high_wk22_dinp_d7_B,DINP_high_wk22_dinp_d7_C,DINP_high_wk22_dinp_d7_D,DINP_high_wk22_dinp_d7_E,DINP_high_wk22_dinp_d7_F,DINP_high_wk22_dinp_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
ASV011,0.001096925,0.001177097,0.000199492,0.005335468,0.002285735,0.007178203,0.002005792,0.000651784,0.000772332,0,0.004895304,0.002070351,0.007781326,0.0012235,0.000680391,0.000955084,0.000113524,0.003743394,0.002301537,0.006959831,0.001505229,0.001105002,0.001443102,0.000326588,0.009712065,0.004254475,0.00948535,0.002428746,0.000709194,0.00135523,0.000208958,0.008287942,0.00360678,0.011160788,0.002540242,0.00297896,0.001582496,0.002363959,0.003870612,0.00542872,0.008976959,0.005903644,0.002947301,0.001285969,0.001620965,0.003924065,0.006886832,0.009266588,0.006166944,0.003052202,0.001203609,0.001620597,0.004250858,0.006536403,0.008985323,0.006866056,0.006048608,0.001818335,0.003626663,0.006704651,0.010634515,0.014711377,0.011279778,0.003594467,0.001869287,0.003115825,0.007993963,0.009890682,0.0132084,0.011145943,0.000251003,0.001546782,0.000316555,0,0.000117728,0.000213586,0.000123841,9.56e-05,0.001159793,0.000468164,0,0.000168964,0.000282765,0.000137022,0.000117318,0.001134575,0.000324167,0,0.000222191,0.000295489,5.17e-05,3.31e-05,0.001266082,0.000719331,0,0.000157694,0.000499821,0.000149727,2.71e-05,0.00381686,0.000848741,0,0.00013406,0.000459645,9.84e-05
ASV012,0.001905639,0.002435607,0.006480061,0.002097514,0.004631713,0.001859792,0.006681477,0.02152253,0.023622209,0.033739996,0.009893251,0.015309916,0.010363886,0.022788881,0.021644549,0.018978445,0.031579664,0.006250089,0.011054439,0.004299495,0.014754259,0.032495233,0.038040607,0.041016212,0.034277357,0.014289549,0.030683472,0.053278807,0.050971154,0.029392768,0.059989239,0.03407968,0.014867777,0.026583265,0.071190433,0.001115663,0.000782661,0.002346393,0.003065546,0.00234789,0.001912364,0.001979665,0.004694683,0.013444798,0.038235698,0.015905543,0.008279329,0.006009012,0.008269311,0.003191026,0.011664356,0.027608402,0.011455199,0.006930908,0.004659445,0.007183477,0.064150243,0.06976641,0.076050267,0.018602414,0.025135905,0.016078893,0.030698348,0.035922294,0.029083677,0.089053082,0.027992203,0.010175324,0.022856984,0.005256712,0.004723939,0.00363123,0.003538725,0.001591843,0.000432382,0.000496869,0.000759839,0.044591606,0.028116025,0.018430451,0.013696411,0.002056125,0.00230317,0.004172934,0.045242088,0.012994149,0.018400474,0.010340253,0.004288848,0.00327093,0.003211275,0.083226416,0.045570419,0.041750056,0.020050074,0.004930244,0.008000196,0.005398342,0.069154727,0.081645583,0.036039849,0.018191012,0.004674719,0.00768814,0.004893695
ASV013,0.026885421,0.027839874,0.258954798,0.090702958,0.11744423,0.054839093,0.136080313,0.022584527,0.016418669,0.169072365,0.08024745,0.042898163,0.040378775,0.069583788,0.023629543,0.01526209,0.165163887,0.081232133,0.047740697,0.040835783,0.052882947,0.02506837,0.032015171,0.127379195,0.041374522,0.029413653,0.037857509,0.026252485,0.019864787,0.013221087,0.147163917,0.036625413,0.017868332,0.035223544,0.028619632,0.043307178,0.028188054,0.114483894,0.100292394,0.140846085,0.032022098,0.108585165,0.008789407,0.014290886,0.058784919,0.04470382,0.073323191,0.013012466,0.069131541,0.006617281,0.013368296,0.066330065,0.036030996,0.093012882,0.010981478,0.067935373,0.011306617,0.013198451,0.03690663,0.016646178,0.055200418,0.004886614,0.065659151,0.026686304,0.011858412,0.048152047,0.016518546,0.064262507,0.014888651,0.040773538,0.043333324,0.044660688,0.19859326,0.031387872,0.0157841,0.021513765,0.031474528,0.034575658,0.025579567,0.110902816,0.016245784,0.010323459,0.007630106,0.01229147,0.031425227,0.023935965,0.104817603,0.01698888,0.009632638,0.013456291,0.012658839,0.026040409,0.104560452,0.086542326,0.006476416,0.008181515,0.007975665,0.062506976,0.054007383,0.025571752,0.043183236,0.012756986,0.026099477,0.023927217,0.036390425
ASV014,0,0,0,0.004883765,0.014536563,0.013051579,0.000252831,0,0,0,0.011957964,0.029560009,0.030003673,0.0007341,0,0,0,0.016119903,0.029131214,0.029440802,0.000920491,0,0,0,0.007552187,0.028984704,0.032109601,0.000304318,0,0,0,0.011406088,0.025267834,0.026062346,0.000333181,0,0,0,0.004025332,0.005878422,0.007394894,0.010200169,0,0,0,0.008558822,0.017133027,0.016876518,0.022542047,0,0,0,0.010546292,0.014013944,0.020421189,0.017758472,0,0,0,0.008252536,0.011404457,0.021352018,0.014470653,0,0,0,0.010359088,0.014686009,0.01678322,0.024365843,0,0,0,2.78e-05,0.008116803,0.003945727,0.001985655,0,0,0,0.000121506,0.022757777,0.012309418,0.006972536,0,0,0,0.000293322,0.024446623,0.011942876,0.001648753,0,0,0,0.000285639,0.005649141,0.011468277,0.008768563,0,0,0,0.000436113,0.023549857,0.012651792,0.008442139
ASV015,0.000120447,0.000111943,0.000185734,0.000102863,9.92e-05,0.000376583,0.000104503,0.002429375,0.005068614,0.001778568,0.010347251,0.002115537,0.010714396,0.003734059,0.00594874,0.00551484,0.001027396,0.010340711,0.001580467,0.007981008,0.004855211,0.004386303,0.004240328,0.001662334,0.012235371,0.00299389,0.01436543,0.003901065,0.004159458,0.005034502,0.001253748,0.008348196,0.002070842,0.017385152,0.006969218,0.000196746,0.000203639,0.000436655,0.000128496,0.000211186,0.00030926,0.000261055,0.005902102,0.006985486,0.00658808,0.004678357,0.006813985,0.005050246,0.014379153,0.005622375,0.008316756,0.005594077,0.004856796,0.010027641,0.006737022,0.007701117,0.008563767,0.010156066,0.008138559,0.005571531,0.012064057,0.007343725,0.010574791,0.008348559,0.008987861,0.010511191,0.006967387,0.011542121,0.005985894,0.010687304,0.000301768,0.000161565,0.000223905,7.24e-05,0.000205489,0.000222579,0.000161623,0.001051566,0.003183302,0.00151453,0.012164087,0.014190591,0.013381191,0.006222031,0.003108927,0.005652084,0.001620836,0.013986956,0.013544322,0.013505111,0.004825536,0.00335033,0.00426077,0.002180665,0.047783241,0.005839301,0.017196282,0.011381981,0.004646604,0.006320002,0.00445098,0.030945323,0.013609563,0.012425821,0.013626391
ASV016,0.001681952,0.001882677,0.008199823,0.001659228,0.004397824,0.000449257,0.007780448,0.005770335,0.004625184,0.017732881,0.013596311,0.008297835,0.007604669,0.016321809,0.006076703,0.005992382,0.012402546,0.011311044,0.006636784,0.007607958,0.014931567,0.005431119,0.006473104,0.023246548,0.013981592,0.010627433,0.008872085,0.023131054,0.009528717,0.009547336,0.022990607,0.014376612,0.012262032,0.008863823,0.019424254,0.001941995,0.00105009,0.005252407,0.003671313,0.002328014,0.000525953,0.001305274,0.004157219,0.006486673,0.010734734,0.008002913,0.008368986,0.002443739,0.009805855,0.003682694,0.005509675,0.009055789,0.008479412,0.010050847,0.002193144,0.008721746,0.005325474,0.011439988,0.010985659,0.010497397,0.012228344,0.003393942,0.008481525,0.008251613,0.015579352,0.013818007,0.012014943,0.012952511,0.003216909,0.01332322,0.007092959,0.002778381,0.004205292,0.005404473,0.000787707,0.000652,0.000774532,0.030486719,0.005891372,0.009755414,0.007105843,0.008983646,0.005176432,0.003824151,0.018858869,0.006685675,0.009823329,0.00479885,0.011189843,0.007155961,0.005104927,0.048605818,0.014308429,0.030339693,0.003244037,0.03210456,0.008374295,0.010077994,0.058412063,0.007978981,0.028769915,0.004165819,0.016447164,0.010045425,0.00741261
ASV017,0.00178089,0.003300621,0.001630334,0.011574343,0.012711519,0.006104611,0.017007089,0.00947593,0.012636296,0.012814028,0.02146038,0.028882216,0.020952098,0.031146817,0.014266364,0.010952658,0.007211641,0.01755162,0.021114097,0.018268144,0.026449018,0.001697225,0.001092753,0.000594391,0.004343394,0.001791665,0.005128858,0.001953431,0.003622041,0.000988131,0.000438812,0.003024752,0.003048951,0.006603774,0.007015906,0.002356318,0.001707623,0.003287459,0.010982469,0.019294937,0.009597583,0.011807287,0.007516993,0.011150679,0.015398057,0.016459273,0.016480207,0.0129099,0.023839805,0.006530516,0.010679768,0.014986883,0.020626049,0.019129614,0.009279493,0.02596502,0.000520741,0.000576545,0.001222179,0.00345281,0.003410793,0.003846713,0.006364398,0.001390805,0.001236394,0.001010478,0.003511691,0.002718207,0.002552524,0.003449875,0.000377915,0.001414352,0.002223606,0.00018924,0.00096965,0.001845836,0.002199754,0.005453368,0.013010427,0.012728455,0.017055823,0.012289152,0.005016806,0.008760047,0.008260254,0.014942529,0.012127042,0.003017779,0.010312281,0.008327638,0.013631535,0.004974206,0.005294524,0.003975901,0.019694483,0.012314014,0.003964835,0.016908272,0.005132537,0.003758165,0.006305555,0.032398142,0.010203448,0.005366804,0.023438948
ASV018,0.028683518,0.021835661,0.128672551,0.017137899,0.053124723,0.009361725,0.043564443,0.024284633,0.013003374,0.06573755,0.015925528,0.024002103,0.0049464,0.026290952,0.02318011,0.010871784,0.065773229,0.016367243,0.028857502,0.006763886,0.024460909,0.011801129,0.010340839,0.132134319,0.007179896,0.013554208,0.003847367,0.02280355,0.013916394,0.010325697,0.120816921,0.005606638,0.012506559,0.004253486,0.02827584,0.020595792,0.028573251,0.076223889,0.037510326,0.041770086,0.016205652,0.029012425,0.010631782,0.023284252,0.050504916,0.01630885,0.009212329,0.006903118,0.011420266,0.006675125,0.017013282,0.034592157,0.013559253,0.016290727,0.005941187,0.012540563,0.005481485,0.019513839,0.033704639,0.010818091,0.009192714,0.003311118,0.007969597,0.008341101,0.010449589,0.039082175,0.010276429,0.006485231,0.003384077,0.003583435,0.05954701,0.036338788,0.097735731,0.038330383,0.003007413,0.008622143,0.008981627,0.015829977,0.010068513,0.018202371,0.018291133,0.002748639,0.00236246,0.002338711,0.016712483,0.017235439,0.018663528,0.017763144,0.002423563,0.005069555,0.005473999,0.01206308,0.004218141,0.010936305,0.00866534,0.002485993,0.001468798,0.002338465,0.010027321,0.00454536,0.010365984,0.010913537,0.001698092,0.001789791,0.002541793
ASV019,0.000314022,0.000335829,0.000268283,0.00046512,0.001357266,0.000571481,0.000161812,0.000123064,0.000637248,0.000427968,0.000773774,0.00178691,0.001951641,0.000222455,0.001036192,0.001032107,0.000249754,0.000841907,0.001913042,0.001650463,0.00019617,0.000317778,0.000672891,0.000525807,0.000945501,0.001718714,0.002010466,0.000182591,0.000250304,0.000852884,0.000355229,0.000949001,0.002223671,0.002799426,0.000333181,0.000537,0.000260069,0.000956124,0.000173076,0.000176402,0.000330298,0.000217546,0.000932437,0.001231247,0.00216646,0.001048597,0.000361433,0.000985523,0.000791632,0.000964056,0.001466835,0.001362633,0.00089032,0.000526006,0.000872004,0.000612866,0.001237551,0.001696374,0.001427538,0.000525939,0.000434012,0.001012293,0.000516267,0.000796077,0.001310852,0.001801094,0.00072527,0.000328236,0.000855128,0.000687959,0.001689337,0.000725716,0.000231626,0.000181819,0.000278266,0.000229324,0.000182613,0.000286791,0.003072037,0.000846296,0.002954393,0.00073535,0.000784446,0.000843929,0.002509005,0.003011672,0.000797132,0.00239414,0.00085889,0.000678339,0.000186261,0.004276681,0.002287047,0.000923382,0.004299151,3.71e-05,0.000922982,0.000830305,0.005445369,0.003404273,0.001210928,0.003095602,0.000883802,0.000729269,0.000938015
ASV020,0.009046406,0.008863847,0.044294176,0.016994785,0.039669011,0.004469447,0.047636706,0.012370213,0.006149292,0.022132059,0.012265894,0.034949494,0.003726624,0.041230364,0.010639692,0.006300474,0.022335936,0.011177861,0.033027933,0.004133695,0.030768534,0.005910194,0.00266376,0.015679499,0.010341414,0.024207903,0.002447272,0.037054319,0.00612017,0.002917472,0.02266411,0.007670338,0.020107286,0.002871206,0.040648112,0.006224105,0.00550316,0.018098594,0.02385042,0.018204224,0.005676081,0.012400099,0.003089791,0.004158879,0.011444322,0.015951324,0.009660618,0.004836196,0.007799522,0.00184906,0.005141962,0.00988169,0.01409456,0.010589746,0.004746121,0.007373929,0.002424503,0.005215517,0.006471769,0.013960897,0.009374165,0.002050353,0.006611685,0.002345352,0.005072939,0.007672969,0.012841537,0.00834951,0.003731271,0.003540595,0.029841191,0.01235042,0.044919935,0.018497286,0.003724482,0.006493025,0.004827703,0.022869384,0.010979375,0.021779623,0.009259197,0.008493413,0.009221802,0.008358324,0.021954465,0.014927678,0.024503851,0.011711731,0.009050086,0.009704871,0.008916376,0.014719041,0.00790342,0.013751796,0.006919447,0.012485622,0.01074461,0.008256768,0.012229661,0.01268834,0.012929661,0.012583076,0.009679622,0.008959225,0.008867678
ASV021,0.002030387,0.001746989,0.007656378,0.00315298,0.004652976,0.000654065,0.004780189,0.001162271,0.000766459,0.002125945,0.001168556,0.00330681,0.000221522,0.002634498,0.000976892,0.000643141,0.002897712,0.001336587,0.003366954,0.000244932,0.002836922,0.000442964,0.000417081,0.003321402,0.00095141,0.001423994,0.000188029,0.003573561,0.000412265,0.000488545,0.002943696,0.000762213,0.001484995,0.000182527,0.003851745,0.001638775,0.002078099,0.003852099,0.003631977,0.005070946,0.001394826,0.002251597,0.000282481,0.001037615,0.001419176,0.002208377,0.001157145,0.000425871,0.00080461,0.000271864,0.0011373,0.001601874,0.002226729,0.001833287,0.000417617,0.000827736,0.000217151,0.00096017,0.00128598,0.001265674,0.001037215,9.02e-05,0.000780908,0.000221858,0.000952278,0.001485736,0.00155453,0.000620572,0.000201459,0.00012096,0.002921791,0.001713644,0.001299677,0.00091466,0.000417399,0.000634014,0.00107259,0.001546932,0.000822227,0.000510179,0.000384769,0.00031175,0.000127701,0.000358125,0.00155713,0.001054382,0.000345424,0.000420164,0.000352892,0.000236391,0.000410464,0.001196208,0.00023446,0.000428713,0.000186539,0.000250455,0.000104257,0.000430125,0.000946839,0.000750943,0.000157093,0.000272905,0.00035501,6.68e-05,0.000420963
ASV022,0.000744188,0.002143877,0.001141922,0.001981234,0.0018215,0.003475136,0.000883222,0.003951722,0.01098004,0.003498777,0.004765025,0.004074976,0.008499171,0.001671587,0.010299497,0.007744654,0.00341141,0.004685189,0.002489898,0.008365363,0.001105343,0.002994819,0.001337441,0.00098303,0.003714045,0.00187337,0.003199389,0.001414353,0.001536177,0.001645046,0.001640321,0.0027988,0.002037729,0.002073421,0.001377291,0.001594797,0.002389691,0.00241415,0.002567296,0.002074591,0.002798068,0.003510642,0.010334302,0.008079928,0.007175707,0.004961762,0.004449264,0.005569764,0.006120224,0.005252178,0.008043483,0.007025362,0.004570556,0.004019823,0.004901085,0.006607236,0.002335956,0.002798462,0.003620682,0.00226624,0.001807157,0.001120884,0.002637733,0.004787651,0.002002528,0.002802688,0.002730426,0.001666825,0.000855128,0.001139038,0.005155439,0.005021745,0.002568471,0.006283882,0.005543914,0.003869285,0.002453733,0.002016225,0.0138798,0.006348222,0.010728518,0.010275863,0.006731642,0.009280107,0.01482473,0.011289317,0.006114006,0.010089212,0.012015124,0.006888737,0.001172753,0.005466576,0.01789353,0.004856,0.010965021,0.000510185,0.005629881,0.010951856,0.00844856,0.005765858,0.007023385,0.009428611,0.005985526,0.004884049,0.006813195
ASV023,0.000714077,0.000532577,0.007250514,0.003439208,0.004270248,0.001469996,0.009604202,0.013026554,0.008087464,0.024816585,0.009624799,0.01535921,0.004464098,0.023828062,0.009169673,0.007101512,0.040420381,0.010378763,0.015271961,0.009793504,0.021559855,0.005618897,0.005925337,0.024396138,0.009490464,0.010589499,0.002646872,0.018638743,0.005136133,0.005810102,0.035729211,0.007335928,0.011041942,0.003371616,0.029521556,0.000624957,0.000417092,0.002107989,0.003590019,0.003552892,0.001140265,0.002928708,0.008089454,0.006130979,0.018928256,0.010036886,0.004068218,0.008691329,0.005253322,0.003836943,0.006482207,0.025240957,0.007485005,0.005386408,0.005276678,0.007471597,0.002599489,0.002649891,0.00514392,0.008406469,0.005671578,0.002079802,0.005449,0.003950557,0.004173565,0.006409317,0.007364685,0.005569759,0.002715405,0.002903036,0.00344354,0.002460549,0.005489528,0.002146576,0.000710648,0.001647987,0.001188035,0.045395489,0.028876019,0.018654529,0.007555865,0.004224099,0.001951994,0.004144907,0.033398303,0.021417328,0.020358763,0.006500645,0.004660412,0.003540723,0.004894521,0.014829509,0.006245151,0.017682352,0.003258611,0.002722533,0.002097407,0.003432834,0.010427746,0.020788162,0.015949346,0.004232708,0.002758158,0.002490814,0.003344826
ASV024,0,0,0.001018099,0.000644013,0.001346634,0.000247752,0.002393466,0.00015497,7.93e-05,0.000911516,0.007252156,0.006502709,0.003062057,0.012571861,6.87e-05,5.78e-05,0.000632899,0.006687691,0.005683206,0.002170473,0.008514539,4.33e-05,0,0.000238409,0.001373931,0.000475637,0.001157103,0.004602445,3.44e-05,1.1e-05,0.000370901,0.001187004,0.000626602,0.001287941,0.007438218,0,0,0.000168137,0.000833912,0.000869589,0.000107294,0.000386143,7e-05,8.42e-05,0.001306085,0.005251707,0.003454623,0.003331156,0.002826516,1.35e-05,0.000114534,0.001202446,0.004016661,0.003988882,0.002334976,0.002825045,0,0,0.000201371,0.000838081,0.001076447,0.000542957,0.001527108,0,0,0.000308695,0.001637189,0.00074366,0.000664385,7.06e-05,0.002374661,0.000344318,0.004305664,0.000831172,2.57e-05,0.000139393,7.14e-05,0.005057945,0.016203158,0.010817786,0.013514152,0.001484979,0.001149305,0.003182641,0.013344923,0.012982269,0.00864623,0.016899034,0.002457172,0.002040156,0.002431739,0.008037319,0.003427373,0.006090611,0.003299416,0.000700345,0.000594879,0.00133121,0.005270183,0.006837893,0.004564437,0.003970505,0.001010414,0.000546952,0.00083735
ASV025,0.00018067,0.000400281,0,0.000800544,0.001973882,0.000142045,0.002339528,0.002698293,0.005429819,0,0.002194991,0.003388967,0.00067298,0.005532763,0.008273929,0.005861443,1.7e-05,0.002221303,0.003225683,0.000440877,0.004123346,0.003952969,0.004562871,0,0.002115558,0.004808899,0.000512018,0.006167508,0.005445332,0.004272702,0,0.002114916,0.005084133,0.000742412,0.011113823,0.000206004,0.000125128,0.000188213,0.001767475,0.000606228,0.001201276,0.000258335,0.003094791,0.002555101,0.002374902,0.005046784,0.000989037,0.002909744,0.000724149,0.001577196,0.002141982,0.001770383,0.003778747,0.001175779,0.002243048,0.000544499,0.004758351,0.00274746,0.001866166,0.007700942,0.001704171,0.004378627,0.000726678,0.004597487,0.003064534,0.00163231,0.00533553,0.001474499,0.00389201,0.000725759,0.002594641,0.002391686,0.009023106,0.000261597,0.000173381,0.00020909,0.000457582,0.0013905,0.016993326,0.030968839,0.005157249,0.001830046,0.001837975,0.002858771,0.010379977,0.01726514,0.031802928,0.004751284,0.001779396,0.00245127,0.000558783,0.009938943,0.018556411,0.028280634,0.005916798,0.000343215,0.002428576,0.002648808,0.008686313,0.028646301,0.034523461,0.006373142,0.002475143,0.002454864,0.004488747
ASV026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8e-06,0,0,0,0,0,0,0,0,0,0,1.27e-05,0,0,0,0,0,0,0,7.5e-06,0,1.33e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06e-05,0,0,0,0,0,0,0,0,0,0,8.34e-06,0,0,0,0,0,0
ASV027,0.00043877,0.000305299,0.00035771,0.000165476,8.15e-05,0.000135438,0.00018878,0.001508674,0.003265527,0.004249111,0.00103433,0.000332735,0.000328078,0.000848505,0.001585498,0.004956424,0.002125745,0.000761046,0.00035612,0.000452182,0.000886538,7.46e-05,0.000197419,0.000783812,0.000487524,0.000148819,9.84e-05,0.000808616,0.000201225,0.000309136,0.000611202,0.000207876,0.000145188,5.33e-05,0.000373503,0.000520797,0.00038765,0.000429126,0.000175699,0.000121742,0.000134644,9.79e-05,0.001239916,0.003194929,0.005270907,0.000699792,0.000347424,0.00014493,0.000397114,0.000831016,0.002895493,0.003472114,0.000626384,0.00043576,0.000165471,0.000446831,0.000312023,0.00060759,0.001262055,0.000160347,0.000161835,2.21e-05,0.000147505,0.000130504,0.000264522,0.002422926,0.000234646,0.00017694,6.64e-05,0.00024192,0.000205879,0.000521774,0.000365454,0.000128015,0.000109166,0.000155131,0.000205702,0.000451913,0.001668971,0.004517581,0.000225011,0.000597323,0.000944072,0.000563657,0.00035462,0.001021711,0.004357657,0.000235186,0.000323017,0.001068898,0.000444956,0.00011678,0.000193962,0.001143922,4.08e-05,8.35e-05,0.00028824,0.000171506,0.000325346,0.00042985,0.001289475,5.89e-05,9.93e-05,0.000269624,0.000215057
ASV028,0.00203899,0.001479004,0.029256582,0.005979481,0.006935167,0.001516243,0.012806726,0.0045716,0.004777888,0.015982103,0.012715946,0.011247263,0.013109082,0.018295299,0.004847006,0.004779272,0.015609612,0.013109015,0.010674774,0.011553244,0.015648342,0.012783352,0.008255432,0.01371997,0.009062034,0.01046986,0.012852519,0.023707809,0.006934884,0.005832183,0.017670013,0.009580391,0.010746471,0.014956932,0.025455471,0.001654978,0.001898995,0.011159796,0.005268334,0.005644875,0.001619934,0.004859425,0.010029323,0.006078362,0.014295978,0.006097561,0.009458888,0.007293313,0.010639016,0.005749631,0.006263186,0.012380198,0.006009193,0.010447931,0.006681865,0.006819663,0.00291362,0.003463706,0.006168717,0.009062824,0.008663072,0.005293372,0.009438137,0.00990902,0.0063544,0.009067651,0.009335179,0.008487985,0.007286802,0.00665027,0.006819393,0.00364977,0.024421065,0.003478677,0.000515862,0.002255022,0.001322371,0.009477128,0.025234457,0.017306057,0.010136739,0.007962723,0.005938074,0.004440749,0.014787401,0.024467611,0.022452564,0.013273471,0.007229613,0.009658621,0.00290084,0.01348338,0.019641319,0.015369775,0.014643345,0.005171422,0.00987989,0.01017872,0.015927339,0.038874656,0.021792349,0.019691992,0.010955673,0.006583965,0.012933174
ASV029,0.000167765,0.000417242,0.000165097,0.000129697,0.000177189,0.000346853,0.000316881,0.000783963,0.00187944,0.005960983,0.001354104,0.003027477,0.001012273,0.003803973,0.00135454,0.002403115,0.003729278,0.001293778,0.002875449,0.001235964,0.002870875,0.002248522,0.003344993,0.011048479,0.001604397,0.004263229,0.001576552,0.007431152,0.002728801,0.003303892,0.012722932,0.002389072,0.005163095,0.001691961,0.007075327,0.000358771,0.000291964,0.000388974,0.000285838,0.000198763,0.00011571,0.00028009,0.000577461,0.002289909,0.004199873,0.002356619,0.001308442,0.000824985,0.001650748,0.000528303,0.002636285,0.00350956,0.002202565,0.001477459,0.000927161,0.001557804,0.001851055,0.005244344,0.004687347,0.004036474,0.002479017,0.001615988,0.001819949,0.002956859,0.005261044,0.004896931,0.004487605,0.002423307,0.001427356,0.002144517,0.000262284,0.000410533,0.000491561,0.00018924,0.000312514,0.000332745,0.000235088,0.000690905,0.002951343,0.008248887,0.001410818,0.002770057,0.000789007,0.001672288,0.001581127,0.00227509,0.007676385,0.001450754,0.002853008,0.001043203,0.001086522,0.009201965,0.005134665,0.015048241,0.001614732,0.001159512,0.000904583,0.002022677,0.012123298,0.007133091,0.016481718,0.001955821,0.002442869,0.000993758,0.002525778
ASV030,0.001875527,0.000166218,0.000371468,0.010384708,0.020008151,0.0040301,0.036852627,0.000391982,2.35e-05,0,0.013150207,0.01132942,0.003137767,0.042390306,0.00035268,0,0,0.013836765,0.012087482,0.003040922,0.035367215,4.81e-05,0,0,0.006172347,0.001955074,0.001168674,0.019415478,7.61e-05,0,0,0.004998072,0.00142641,0.001021329,0.023254778,0.000240724,0.001687996,0.000195742,0.011855717,0.017006676,0.005585617,0.0123158,0,0.000279925,0,0.007710788,0.00862395,0.00164774,0.007324543,0,0.000257199,0,0.007098394,0.008828656,0.0009508,0.008538619,0,0.000141919,0,0.004504687,0.005703455,0.000620259,0.00464857,2.05e-05,0.000119525,0,0.004226295,0.003472124,0.000996577,0.001254958,0.005443105,0.006308964,0.005360847,0.009998182,0.001819431,0.00326225,0.003780302,0.002702785,0.002941914,0.004585605,0.002952142,0.000773426,0.000506241,0.000747391,0.002652987,0.003421545,0.004458627,0.002698032,0.000688979,0.000734867,0.000824377,0.002452384,0.000835529,0.001084149,0.000891892,0.000412786,0.000229979,0.000307621,0.002231538,0.001248118,0.000669829,0.001894284,0.000417075,0.000220835,0.000459856
